cv0,cv1,cv2,cv3,cv4,cv5,cv6,cv7,cv8,cv9,mean,std
0.7287037037037036,0.7314814814814815,0.7175925925925926,0.6796296296296296,0.6962962962962963,0.7388888888888889,0.6861111111111112,0.6907407407407408,0.6962962962962962,0.687037037037037,0.7052777777777777,0.020609081128611883
