cv0,cv1,cv2,cv3,cv4,cv5,cv6,cv7,cv8,cv9,mean,std
0.7296296296296295,0.725925925925926,0.7027777777777778,0.6898148148148149,0.6981481481481482,0.7342592592592593,0.6898148148148149,0.6944444444444443,0.6981481481481482,0.6833333333333335,0.7046296296296296,0.017435949807194654
