cv0,cv1,cv2,cv3,cv4,cv5,cv6,cv7,cv8,cv9,mean,std
0.724074074074074,0.7203703703703704,0.7259259259259259,0.6777777777777777,0.6842592592592592,0.7277777777777777,0.6768518518518518,0.688888888888889,0.7018518518518518,0.6842592592592592,0.7012037037037037,0.020188795124020414
