cv0,cv1,cv2,cv3,cv4,cv5,cv6,cv7,cv8,cv9,mean,std
0.7314814814814814,0.7203703703703704,0.7092592592592593,0.6777777777777777,0.6916666666666668,0.737037037037037,0.6731481481481482,0.6833333333333332,0.7018518518518517,0.6916666666666668,0.7017592592592592,0.021136477612673697
