cv0,cv1,cv2,cv3,cv4,cv5,cv6,cv7,cv8,cv9,mean,std
0.7277777777777777,0.725925925925926,0.700925925925926,0.6888888888888888,0.6805555555555557,0.7324074074074073,0.687962962962963,0.6916666666666668,0.7018518518518518,0.688888888888889,0.7026851851851852,0.01807074384923722
