cv0,cv1,cv2,cv3,cv4,cv5,cv6,cv7,cv8,cv9,mean,std
0.7324074074074073,0.712037037037037,0.7064814814814815,0.6861111111111112,0.6768518518518519,0.7333333333333334,0.6777777777777779,0.6898148148148149,0.7055555555555556,0.6814814814814815,0.7001851851851852,0.020119669415616357
