cv0,cv1,cv2,cv3,cv4,cv5,cv6,cv7,cv8,cv9,mean,std
0.7175925925925926,0.7314814814814815,0.7194444444444444,0.6944444444444445,0.700925925925926,0.7342592592592593,0.687962962962963,0.6787037037037038,0.6990740740740741,0.6851851851851851,0.7049074074074074,0.01860650394421431
