cv0,cv1,cv2,cv3,cv4,cv5,cv6,cv7,cv8,cv9,mean,std
0.7138888888888889,0.7277777777777779,0.7101851851851851,0.6925925925925925,0.688888888888889,0.7296296296296297,0.6685185185185185,0.6842592592592592,0.687962962962963,0.6620370370370371,0.6965740740740741,0.021981918308243455
