cv0,cv1,cv2,cv3,cv4,cv5,cv6,cv7,cv8,cv9,mean,std
0.7333333333333334,0.7138888888888889,0.6981481481481482,0.687037037037037,0.6842592592592593,0.7324074074074073,0.6777777777777779,0.6842592592592592,0.700925925925926,0.687037037037037,0.6999074074074073,0.019193486335094836
